Date (mm/dd/yyyy),Facility,Order received time,Order type,Pick/pack start time,Package ID,Package committed time,Zip Body,Call: Takeoff clearance,Flight ID,Flight launched time,Delivery status,Delivery time,Recovery (or flight failure) time,Mission failure (if applicable),Fulfillment off-nominal event - 1,Fulfillment off-nominal event - 2,Flight off-nominal event - 1,Flight off-nominal event - 2,Flight off-nominal event - 3,Flight off-nominal event - 4,Downtime events - 1,Downtime events - 2,Comments,UTC Date
2/2/2020,Kwabeng Health Center,2/2/2020 16:10:07,Resupply - Medical,2/2/2020 16:12:39,13423,2/2/2020 16:15:04,234,,5-13156,2/2/2020 16:17:44,Nominal delivery,2/2/2020 16:47:39,2/2/2020 17:16:55,,,,,,,,,,,2/2/2020 16:10:07
2/2/2020,Anyinam Health Centre,2/2/2020 09:33:16,Emergency - Medical,2/2/2020 09:33:45,13459,2/2/2020 09:41:10,234,,5-13162,2/2/2020 09:44:17,Nominal delivery,2/2/2020 10:13:01,2/2/2020 10:39:58,,,,,,,,,,,2/2/2020 09:33:16
2/1/2020,Enyiresi Hospital,2/1/2020 13:59:19,Emergency - Blood,2/1/2020 14:00:16,13416,2/1/2020 14:02:21,239,,5-13094,2/1/2020 14:05:07,Nominal delivery,2/1/2020 14:34:47,2/1/2020 15:03:33,,,,,,,,,,,2/1/2020 13:59:19
2/1/2020,Begoro Hospital,2/1/2020 13:27:53,Emergency - Blood,2/1/2020 13:29:54,13412,2/1/2020 13:31:58,210,,5-13112,2/1/2020 13:35:07,Nominal delivery,2/1/2020 14:12:35,2/1/2020 14:50:37,,,,,,,,,,,2/1/2020 13:27:53
2/1/2020,Enyiresi Hospital,2/1/2020 12:15:14,Resupply - Blood,2/1/2020 12:25:34,13413,2/1/2020 12:27:43,210,,5-13108,2/1/2020 12:33:16,Nominal delivery,2/1/2020 13:01:04,2/1/2020 13:30:25,,,,,,,,,,,2/1/2020 12:15:14
2/1/2020,Enyiresi Hospital,2/1/2020 12:15:14,Resupply - Blood,2/1/2020 12:23:43,13426,2/1/2020 12:27:40,239,,5-13118,2/1/2020 12:37:51,Nominal delivery,2/1/2020 13:05:02,2/1/2020 13:34:30,,,,,,,,,,,2/1/2020 12:15:14
1/31/2020,Kwabeng Health Center,1/31/2020 11:43:24,Resupply - Medical,1/31/2020 12:40:30,13451,1/31/2020 12:43:50,241,,5-13022,1/31/2020 12:46:34,Nominal delivery,1/31/2020 13:16:33,1/31/2020 13:46:32,,,,,,,,,,,1/31/2020 11:43:24
1/31/2020,Kwabeng Health Center,1/31/2020 11:43:24,Resupply - Medical,1/31/2020 12:29:57,13760,1/31/2020 12:34:00,239,,5-12987,1/31/2020 12:36:02,Nominal delivery,1/31/2020 13:06:10,1/31/2020 13:36:13,,,,,,,,,,,1/31/2020 11:43:24
1/31/2020,Kwabeng Health Center,1/31/2020 11:43:24,Resupply - Medical,1/31/2020 12:15:33,13751,1/31/2020 12:16:38,250,,5-13018,1/31/2020 12:20:38,Nominal delivery,1/31/2020 12:51:24,1/31/2020 13:19:55,,,,,,,,,,,1/31/2020 11:43:24
1/31/2020,Kwabeng Health Center,1/31/2020 11:43:24,Resupply - Medical,1/31/2020 12:04:56,13520,1/31/2020 12:06:48,202,,5-13006,1/31/2020 12:09:42,Nominal delivery,1/31/2020 12:38:33,1/31/2020 13:09:39,,,,,,,,,,,1/31/2020 11:43:24
1/31/2020,Wisiwisi CHPS,1/31/2020 10:51:13,Resupply - Medical,1/31/2020 10:56:58,13508,1/31/2020 11:01:11,207,,5-13010,1/31/2020 11:04:09,Nominal delivery,1/31/2020 11:54:05,1/31/2020 12:42:58,,,,,,,,,,,1/31/2020 10:51:13
1/31/2020,Wisiwisi CHPS,1/31/2020 10:51:13,Resupply - Medical,1/31/2020 10:52:54,13516,1/31/2020 10:57:54,226,,5-12991,1/31/2020 11:01:04,Nominal delivery,1/31/2020 11:48:58,1/31/2020 12:37:29,,,,,,,,,,,1/31/2020 10:51:13
1/31/2020,Holy Family Hospital (via Danteng Health Centre),1/31/2020 08:31:36,Resupply - Medical,1/31/2020 08:35:47,13518,1/31/2020 08:47:19,239,,5-12938,1/31/2020 08:52:46,Nominal delivery,1/31/2020 09:50:30,1/31/2020 10:38:53,,,,,,,,,,,1/31/2020 08:31:36
1/31/2020,Holy Family Hospital (via Danteng Health Centre),1/31/2020 08:31:36,Resupply - Medical,1/31/2020 08:35:36,13450,1/31/2020 08:41:03,198,,5-13001,1/31/2020 08:44:31,Nominal delivery,1/31/2020 09:38:33,1/31/2020 10:32:27,,,,,,,,,,,1/31/2020 08:31:36
1/31/2020,Holy Family Hospital (via Danteng Health Centre),1/31/2020 08:12:41,Emergency - Blood,1/31/2020 08:26:17,13453,1/31/2020 08:27:19,250,,5-12988,1/31/2020 08:31:25,Nominal delivery,1/31/2020 09:38:08,1/31/2020 10:19:16,,,,,,,,,,,1/31/2020 08:12:41
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 14:33:30,13646,1/30/2020 14:37:44,246,,5-12959,1/30/2020 14:41:01,Nominal delivery,1/30/2020 15:31:35,1/30/2020 16:25:34,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 14:22:00,13560,1/30/2020 14:29:14,228,,5-12960,1/30/2020 14:32:47,Mission failure before delivery,,1/30/2020 16:17:20,NO_FREEWAVE_CHIRP_SENT,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 16:13:07,13565,1/30/2020 14:18:11,249,,5-12956,1/30/2020 14:21:51,Nominal delivery,1/30/2020 15:13:01,1/30/2020 16:06:44,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 14:09:04,13498,1/30/2020 14:13:21,236,,5-12958,1/30/2020 14:17:16,Nominal delivery,1/30/2020 15:09:09,1/30/2020 16:02:24,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 14:04:58,13530,1/30/2020 14:10:13,250,,5-12895,1/30/2020 14:14:41,Nominal delivery,1/30/2020 15:05:19,1/30/2020 15:58:17,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 13:51:36,13455,1/30/2020 13:55:12,241,,5-12953,1/30/2020 14:01:47,Nominal delivery,1/30/2020 14:53:33,1/30/2020 15:47:24,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 13:51:20,13552,1/30/2020 13:54:33,232,,5-12898,1/30/2020 13:59:11,Nominal delivery,1/30/2020 14:50:17,1/30/2020 15:44:03,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 13:47:50,13486,1/30/2020 13:50:49,198,,5-12919,1/30/2020 13:55:10,Nominal delivery,1/30/2020 14:47:26,1/30/2020 15:40:03,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 13:43:59,13529,1/30/2020 13:47:27,234,,5-12887,1/30/2020 13:52:11,Nominal delivery,1/30/2020 14:43:12,1/30/2020 15:36:33,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Fodoa HC (via Aweregya Health Centre),1/30/2020 13:32:17,Resupply - Medical,1/30/2020 13:38:54,13555,1/30/2020 13:43:23,210,,5-12920,1/30/2020 13:46:37,Nominal delivery,1/30/2020 14:37:23,1/30/2020 15:32:13,,,,,,,,,,,1/30/2020 13:32:17
1/30/2020,Kukurantumi CHPS,1/30/2020 12:42:05,Resupply - Medical,1/30/2020 12:59:55,13753,1/30/2020 13:02:38,236,,5-12917,1/30/2020 13:11:13,Nominal delivery,1/30/2020 13:24:25,1/30/2020 13:37:02,,,,,,,,,,,1/30/2020 12:42:05
1/30/2020,Kukurantumi CHPS,1/30/2020 12:42:05,Resupply - Medical,1/30/2020 12:50:10,13466,1/30/2020 12:54:15,207,,5-12904,1/30/2020 13:05:38,Nominal delivery,1/30/2020 13:17:34,1/30/2020 13:31:17,,,,,,,,,,,1/30/2020 12:42:05
1/30/2020,Jumapo HC,1/30/2020 11:31:32,Resupply - Medical,1/30/2020 11:33:03,13759,1/30/2020 11:36:34,226,,5-12923,1/30/2020 11:46:14,Nominal delivery,1/30/2020 12:00:44,1/30/2020 12:18:13,,,,,,,,,,,1/30/2020 11:31:32
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:32:46,13558,1/30/2020 11:38:01,210,,5-12927,1/30/2020 11:40:18,Nominal delivery,1/30/2020 12:27:26,1/30/2020 13:08:31,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:29:08,13458,1/30/2020 10:32:12,250,,5-12924,1/30/2020 10:41:06,Nominal delivery,1/30/2020 11:34:13,1/30/2020 12:15:20,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:28:29,13481,1/30/2020 10:32:00,229,,5-12862,1/30/2020 10:35:39,Nominal delivery,1/30/2020 11:22:55,1/30/2020 12:04:56,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:23:25,13452,1/30/2020 10:28:27,228,,5-12926,1/30/2020 10:44:54,Nominal delivery,1/30/2020 11:36:19,1/30/2020 12:21:07,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:25:19,13505,1/30/2020 10:27:58,239,,5-12932,1/30/2020 11:37:15,Nominal delivery,1/30/2020 12:22:24,1/30/2020 13:05:28,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:21:44,13509,1/30/2020 10:24:27,198,,5-12861,1/30/2020 10:32:24,Nominal delivery,1/30/2020 11:18:02,1/30/2020 12:00:56,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:20:31,13750,1/30/2020 10:22:52,245,,5-12925,1/30/2020 10:38:19,Nominal delivery,1/30/2020 11:28:00,1/30/2020 12:10:02,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:17:47,13559,1/30/2020 10:20:58,246,,5-12915,1/30/2020 10:27:23,Nominal delivery,1/30/2020 11:13:33,1/30/2020 11:56:20,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:12:25,13499,1/30/2020 10:17:16,241,,5-12885,1/30/2020 10:24:01,Nominal delivery,1/30/2020 11:08:23,1/30/2020 11:53:21,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Apimsu CHPS,1/30/2020 10:07:30,Resupply - Medical,1/30/2020 10:12:34,13748,1/30/2020 10:16:57,234,,5-12891,1/30/2020 10:20:40,Nominal delivery,1/30/2020 11:04:09,1/30/2020 11:47:41,,,,,,,,,,,1/30/2020 10:07:30
1/30/2020,Ekye Health Centre,1/30/2020 09:21:15,Resupply - Medical,1/30/2020 09:54:14,13756,1/30/2020 09:57:15,202,,5-12905,1/30/2020 10:00:19,Nominal delivery,1/30/2020 10:57:47,1/30/2020 11:50:32,,,,,,,,,,,1/30/2020 09:21:15
1/30/2020,Ekye Health Centre,1/30/2020 09:21:15,Resupply - Medical,1/30/2020 09:52:11,13457,1/30/2020 09:54:20,232,,5-12912,1/30/2020 09:55:40,Nominal delivery,1/30/2020 10:54:19,1/30/2020 11:45:15,,,,,,,,,,,1/30/2020 09:21:15
1/30/2020,Ekye Health Centre,1/30/2020 09:21:15,Resupply - Medical,1/30/2020 09:46:29,13749,1/30/2020 09:48:55,236,,5-12921,1/30/2020 09:53:27,Nominal delivery,1/30/2020 10:50:22,1/30/2020 11:42:02,,,,,,,,,,,1/30/2020 09:21:15
1/30/2020,Ekye Health Centre,1/30/2020 09:21:15,Resupply - Medical,1/30/2020 09:45:59,13757,1/30/2020 09:46:15,249,,5-12922,1/30/2020 09:50:33,Nominal delivery,1/30/2020 10:47:48,1/30/2020 11:39:12,,,,,,,,,,,1/30/2020 09:21:15
1/30/2020,Ekye Health Centre,1/30/2020 09:21:15,Resupply - Medical,1/30/2020 09:38:33,13752,1/30/2020 09:38:33,226,,5-12864,1/30/2020 09:45:51,Nominal delivery,1/30/2020 10:41:53,1/30/2020 11:33:16,,,,,,,,,,,1/30/2020 09:21:15
1/30/2020,Kibi Government Hospital,1/30/2020 08:57:12,Emergency - Blood,1/30/2020 08:58:53,13537,1/30/2020 09:02:17,210,,5-12892,1/30/2020 09:04:49,Nominal delivery,1/30/2020 09:21:01,1/30/2020 09:38:27,,,,,,,,,,,1/30/2020 08:57:12
1/30/2020,New Tafo GH,1/30/2020 08:43:42,Resupply - Medical,1/30/2020 08:47:17,13480,1/30/2020 08:52:41,207,,5-13480,1/30/2020 08:59:18,Nominal delivery,1/30/2020 09:19:25,1/30/2020 09:41:27,,,,,,,,,,,1/30/2020 08:43:42
1/30/2020,New Tafo GH,1/30/2020 08:43:42,Resupply - Medical,1/30/2020 08:46:34,13484,1/30/2020 08:51:26,232,,5-12886,1/30/2020 08:56:09,Nominal delivery,1/30/2020 09:14:57,1/30/2020 09:34:49,,,,,,,,,,,1/30/2020 08:43:42
1/29/2020,Begoro Hospital,1/29/2020 18:49:21,Resupply - Blood,1/29/2020 18:55:07,13473,1/29/2020 18:58:45,249,,5-12884,1/29/2020 19:01:46,Nominal delivery,1/29/2020 19:39:49,1/29/2020 20:19:40,,,,,,,,,,,1/29/2020 18:49:21
1/29/2020,Begoro Hospital,1/29/2020 18:49:21,Resupply - Blood,1/29/2020 18:51:59,13463,1/29/2020 18:54:33,198,,5-12889,1/29/2020 18:57:33,Nominal delivery,1/29/2020 19:34:17,1/29/2020 20:14:14,,,,,,,,,,,1/29/2020 18:49:21
1/29/2020,Hawa Memorial Hospital,1/29/2020 15:50:05,Resupply - Medical,1/29/2020 16:10:03,13517,1/29/2020 16:13:14,241,,5-12856,1/29/2020 16:35:10,Nominal delivery,1/29/2020 16:50:22,1/29/2020 17:05:48,,,,,,,,,,,1/29/2020 15:50:05
1/29/2020,Hawa Memorial Hospital,1/29/2020 15:50:05,Resupply - Medical,1/29/2020 15:56:44,13322,1/29/2020 15:59:35,249,,5-12876,1/29/2020 16:21:21,Nominal delivery,1/29/2020 16:38:19,1/29/2020 16:50:56,,,,,,,,,,,1/29/2020 15:50:05
1/29/2020,Hawa Memorial Hospital,1/29/2020 15:50:05,Resupply - Medical,1/29/2020 15:53:25,13657,1/29/2020 15:56:58,239,,5-12804,1/29/2020 16:43:42,Nominal delivery,1/29/2020 16:58:56,1/29/2020 17:13:28,,,,,,,,,,,1/29/2020 15:50:05
1/29/2020,Hawa Memorial Hospital,1/29/2020 15:50:05,Resupply - Medical,1/29/2020 15:53:17,13456,1/29/2020 15:55:52,234,,5-12865,1/29/2020 17:07:31,Nominal delivery,1/29/2020 17:57:23,1/29/2020 17:37:12,,,,,,,,,,,1/29/2020 15:50:05
1/29/2020,Otrokper HC,1/29/2020 15:43:52,Resupply - Medical,1/29/2020 15:51:03,13747,1/29/2020 15:51:11,249,,5-12866,1/29/2020 17:12:55,Nominal delivery,1/29/2020 17:54:08,1/29/2020 18:31:58,,,,,,,,,,,1/29/2020 15:43:52
1/29/2020,Otrokper HC,1/29/2020 15:43:52,Resupply - Medical,1/29/2020 15:46:18,13571,1/29/2020 15:49:23,245,,5-12867,1/29/2020 16:31:54,Nominal delivery,1/29/2020 17:14:45,1/29/2020 17:50:52,,,,,,,,,,,1/29/2020 15:43:52
1/29/2020,Pepease HC,1/29/2020 13:33:01,Resupply - Medical,1/29/2020 15:15:01,13599,1/29/2020 15:15:11,198,,5-12858,1/29/2020 16:18:08,Nominal delivery,1/29/2020 17:55:35,1/29/2020 18:03:44,,,,,,,,,,,1/29/2020 13:33:01
1/29/2020,Pepease HC,1/29/2020 13:33:01,Resupply - Medical,1/29/2020 15:15:01,13599,1/29/2020 15:15:11,172,,5-12850,1/29/2020 14:36:50,Mission failure before delivery,,1/29/2020 15:33:41,ESC_TEMPERATURE_OUT_OF_RANGE,,,,,,,,,,1/29/2020 13:33:01
1/29/2020,Pepease HC,1/29/2020 13:33:01,Resupply - Medical,1/29/2020 14:23:35,13617,1/29/2020 14:35:38,246,,5-12841,1/29/2020 14:47:17,Nominal delivery,1/29/2020 15:40:39,1/29/2020 16:31:39,,,,,,,,,,,1/29/2020 13:33:01
1/29/2020,Pepease HC,1/29/2020 13:33:01,Resupply - Medical,1/29/2020 14:04:16,13340,1/29/2020 14:09:57,243,,5-12854,1/29/2020 14:20:52,Nominal delivery,1/29/2020 15:17:32,1/29/2020 16:06:02,,,,,,,,,,,1/29/2020 13:33:01
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 15:14:29,13297,1/29/2020 15:14:42,232,,5-12843,1/29/2020 15:27:45,Nominal delivery,1/29/2020 15:56:53,1/29/2020 16:27:25,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 15:14:29,13297,1/29/2020 15:14:42,239,,5-12839,1/29/2020 14:51:07,Mission failure before delivery,,1/29/2020 15:20:42,NO_FREEWAVE_CHIRP_SENT,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 13:19:54,13652,1/29/2020 13:22:52,229,,5-12842,1/29/2020 14:54:30,Nominal delivery,1/29/2020 15:23:47,1/29/2020 15:54:29,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 13:17:02,13661,1/29/2020 13:19:07,250,,5-12799,1/29/2020 14:59:22,Nominal delivery,1/29/2020 15:28:53,1/29/2020 15:59:35,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 13:10:56,13664,1/29/2020 13:15:36,241,,5-12845,1/29/2020 14:30:40,Nominal delivery,1/29/2020 14:59:56,1/29/2020 15:30:37,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 13:06:35,13651,1/29/2020 13:10:11,249,,5-12851,1/29/2020 14:26:16,Nominal delivery,1/29/2020 14:57:14,1/29/2020 15:26:22,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 13:05:04,13348,1/29/2020 13:08:16,226,,5-12814,1/29/2020 13:55:16,Nominal delivery,1/29/2020 14:25:07,1/29/2020 14:55:57,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 13:02:13,13630,1/29/2020 13:05:24,229,,5-12840,1/29/2020 13:42:36,Nominal delivery,1/29/2020 14:12:34,1/29/2020 14:43:04,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 12:59:55,13605,1/29/2020 13:01:58,228,,5-12849,1/29/2020 13:48:16,Nominal delivery,1/29/2020 14:17:38,1/29/2020 14:48:41,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 12:52:28,13613,1/29/2020 12:54:11,232,,5-12846,1/29/2020 14:00:17,Nominal delivery,1/29/2020 15:01:24,1/29/2020 15:01:14,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,Kwabeng Health Center,1/29/2020 12:41:52,Resupply - Medical,1/29/2020 12:56:26,13607,1/29/2020 00:00:00,202,,5-12833,1/29/2020 13:33:35,Nominal delivery,1/29/2020 14:19:25,1/29/2020 14:34:09,,,,,,,,,,,1/29/2020 12:41:52
1/29/2020,,,,1/29/2020 12:14:19,13606,1/29/2020 12:16:15,226,,5-12831,1/29/2020 15:13:06,Nominal delivery,1/29/2020 15:59:05,1/29/2020 16:46:05,,,,,,,,Nest > Infrastructure > Nest internet,Nest > Launcher > Launcher hardware,,1/29/2020 12:14:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:18:42,13631,1/29/2020 12:24:33,249,,5-12808,1/29/2020 12:32:21,Nominal delivery,1/29/2020 13:17:11,1/29/2020 14:04:40,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:20:18,13704,1/29/2020 12:21:03,207,,5-12847,1/29/2020 13:21:32,Nominal delivery,1/29/2020 14:05:36,1/29/2020 14:52:47,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:17:08,13611,1/29/2020 12:18:47,245,,5-12810,1/29/2020 13:28:21,Nominal delivery,1/29/2020 14:16:17,1/29/2020 15:03:53,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:12:36,13587,1/29/2020 12:16:11,210,,5-12852,1/29/2020 15:10:27,Nominal delivery,1/29/2020 15:54:05,1/29/2020 16:41:27,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:11:49,13654,1/29/2020 12:14:08,198,,5-12838,1/29/2020 14:08:44,Nominal delivery,1/29/2020 14:53:01,1/29/2020 15:40:14,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:09:58,13649,1/29/2020 12:12:16,239,,5-12853,1/29/2020 12:49:18,Nominal delivery,1/29/2020 13:44:39,1/29/2020 14:31:06,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:08:43,13653,1/29/2020 12:10:49,228,,5-12823,1/29/2020 15:03:18,Nominal delivery,1/29/2020 16:21:52,1/29/2020 16:34:57,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:06:59,13584,1/29/2020 12:09:36,202,,5-12871,1/29/2020 15:32:55,Nominal delivery,1/29/2020 16:15:43,1/29/2020 17:02:48,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:06:41,13511,1/29/2020 12:08:53,234,,5-12844,1/29/2020 15:17:03,Nominal delivery,1/29/2020 16:05:46,1/29/2020 16:53:38,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:04:38,13624,1/29/2020 12:06:36,241,,5-12821,1/29/2020 12:39:28,Nominal delivery,1/29/2020 13:28:44,1/29/2020 14:14:36,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:03:25,13662,1/29/2020 12:06:09,250,,5-12813,1/29/2020 12:46:21,Nominal delivery,1/29/2020 13:39:09,1/29/2020 13:42:21,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:00:21,13595,1/29/2020 12:03:17,236,,5-12836,1/29/2020 14:14:43,Nominal delivery,1/29/2020 14:58:46,1/29/2020 15:46:39,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 12:00:12,13377,1/29/2020 12:03:00,210,,5-12848,1/29/2020 13:25:00,Nominal delivery,1/29/2020 14:11:18,1/29/2020 14:58:51,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 11:57:30,13358,1/29/2020 12:00:01,226,,5-12825,1/29/2020 12:11:05,Nominal delivery,1/29/2020 12:58:40,1/29/2020 13:44:13,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 11:57:22,13597,1/29/2020 12:00:00,172,,5-12835,1/29/2020 12:43:36,Nominal delivery,1/29/2020 13:34:50,1/29/2020 14:20:02,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 11:55:31,13489,1/29/2020 11:59:48,198,,5-12828,1/29/2020 12:15:24,Nominal delivery,1/29/2020 13:05:07,1/29/2020 13:50:21,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 11:54:08,13592,1/29/2020 11:55:50,232,,5-12828,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 11:51:35,13591,1/29/2020 11:55:49,229,,5-12785,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 11:51:22,13594,1/29/2020 11:54:51,228,,5-12785,1/29/2020 12:00:12,Nominal delivery,1/29/2020 12:53:29,1/29/2020 13:38:49,,,,,,,,,,,1/29/2020 11:36:19
1/29/2020,Amanfrom Urban CHPS (via Nkawkaw Amanfrom CHPS),1/29/2020 11:36:19,Resupply - Medical,1/29/2020 11:50:31,13648,1/29/2020 11:51:32,243,,5-12802,1/29/2020 12:35:09,Nominal delivery,1/29/2020 13:22:18,1/29/2020 14:09:48,,,,,,,,,,,1/29/2020 11:36:19
